gtaa,wikidata,label,description,lookup,bengwiki
127980,Q2246903,Ton Lutz,acteur,"Ton Lutz Ton Lutz - Lutz, Ton Ton Lutz",Ton_Lutz
96164,Q2248327,Klaas van der Eerden,cabaretier,"Klaas van der Eerden Klaas van der Eerden - Eerden, Klaas van der ","Eerden,_Klaas_van_der"
79725,Q2248333,Wouter Barendrecht,directeur Fortissimo Films,"Wouter Barendrecht Wouter Barendrecht - Barendrecht, Wouter ","Barendrecht,_Wouter"
253455,Q2248577,Jan de Jonge,programmamaker,"Jan de Jonge Jan de Jonge - Jonge, Jan de ",
79145,Q2248884,Michiel Bicker Caarten,programmamaker,"Michiel Bicker Caarten Michiel Bicker Caarten - Bicker Caarten, Michiel Michiel Bicker Caarten",Michiel_Bicker_Caarten
161856,Q2248924,Annette van Trigt,presentatrice,"Annette van Trigt Annette van Trigt - Trigt, Annette van Annette van Trigt",Annette_van_Trigt
157436,Q2249842,Liesbeth Staats,presentatrice,"Liesbeth Staats Liesbeth Staats - Staats, Liesbeth Elisabeth Christina Anthonia Staats",Liesbeth_Staats
89697,Q2249843,Rob Clerc,programmamaker,"Rob Clerc,Клерк, Роб,Роб Клерк Rob Clerc - Clerc, Rob ","Clerc,_Rob"
120504,Q2249936,Theo Koomen,sportverslaggever,"Theo Koomen Theo Koomen - Koomen, Theo Theodorus Wilhelmus Koomen",Theo_Koomen
138444,Q2250450,Adrie van Oorschot,acteur,"Adrie van Oorschot Adrie van Oorschot - Oorschot, Adrie van Adriaan van Oorschot",Adrie_van_Oorschot
106797,Q2250741,Simon Hammelburg,programmamaker,"Simon Hammelburg Simon Hammelburg - Hammelburg, Simon ","Hammelburg,_Simon"
172668,Q2250763,Siebe van der Zee,journalist/ex-dir. AVRO-TV,"Siebe van der Zee Siebe van der Zee - Zee, Siebe van der ","Zee,_Siebe_van_der"
247086,Q2251033,Mylène Gordinou de Gouberville,programmamaker,"Mylène Gordinou,Mylène Gordinou de Gouberville Mylène Gordinou de Gouberville - Gordinou de Gouberville, Mylène ",
77989,Q2251143,John Appel,regisseur,"John Appel John Appel - Appel, John John Appel",John_Appel
94107,Q2251416,Jan Doense,"regisseur, producent, organisator Festival vd fantastische film","Jan Doense Jan Doense - Doense, Jan ","Doense,_Jan"
120532,Q2251590,Joop Koopman,"presentator, quizmaster, hoofd amusement VARA, impresario","Joop Koopman Joop Koopman - Koopman, Joop Johannes Koopman",Joop_Koopman
84660,Q2252305,Peter te Bos,zanger/kunstenaar,"Peter te Bos Peter te Bos - Bos, Peter te ","Bos,_Peter_te"
245403,Q2252370,Evelien de Bruijn,programmamaker,"Evelien de Bruijn Evelien de Bruijn - Bruijn, Evelien de ",
222218,Q2252822,Wolfert Brederode,pianist,"Wolfert Brederode Wolfert Brederode - Brederode, Wolfert ","Brederode,_Wolfert"
238644,Q2254687,Bas Steman,"schrijver, dichter, tv-regisseur en journalist","Bas Steman Bas Steman - Steman, Bas ","Steman,_Bas"
81459,Q2255772,Gerard van den Berg,verslaggever/presentator,"Gerard van den Berg Gerard van den Berg - Berg, Gerard van den Gerard Johannes Nicolaas van den Berg",Gerard_van_den_Berg
90444,Q2256381,Marlies Cordia,programmamaker,"Marlies Cordia Marlies Cordia - Cordia, Marlies ","Cordia,_Marlies"
86990,Q2256571,Ellen Brusse,omroepster/tv-presentatrice,"Ellen Brusse Ellen Brusse - Brusse, Ellen Elizabeth Gerardina Wenmakers",Ellen_Brusse
78923,Q2257215,Jeremy Baker,acteur,"Jeremy Baker Jeremy Baker - Baker, Jeremy ","Baker,_Jeremy"
91720,Q2259407,Cees van Drongelen,tv-presentator,"Cees van Drongelen Cees van Drongelen - Drongelen, Cees van ","Drongelen,_Cees_van"
146437,Q2259616,Quintis Ristie,"stand-up comedian, presentator","Quintis Ristie Quintis Ristie - Ristie, Quintis ","Ristie,_Quintis"
81346,Q2259818,Menno Bentveld,presentator,"Menno Bentveld Menno Bentveld - Bentveld, Menno Marinus Antonius Bentveld",Menno_Bentveld
230829,Q2262263,Lex Uiting,"presentator, journalist","Lex Uiting Lex Uiting - Uiting, Lex Lex Uiting",Lex_Uiting
210181,Q2262458,Hans Smit,"presentator, journalist","Hans Smit Hans Smit - Smit, Hans Johannes Anthonius Cornelis Smit",Hans_Smit
110963,Q2262485,Michiel Huisman,acteur,"マイケル・ユイスマン,مایکل هویزمن,Хёйсман, Михиль,Michiel Huisman Michiel Huisman - Huisman, Michiel Michiel Huisman",Michiel_Huisman
161235,Q2262556,Kees Tol,televisiemaker,"Kees Tol Kees Tol - Tol, Kees ","Tol,_Kees"
95671,Q2262630,Stefan Felsenthal,"acteur, regisseur","Stefan Felsenthal Stefan Felsenthal - Felsenthal, Stefan Stefan Felsenthal",Stefan_Felsenthal
101553,Q2263406,Jaap Geraedts,componist,"Jaap Geraedts Jaap Geraedts - Geraedts, Jaap ","Geraedts,_Jaap"
213779,Q2264308,Frank van der Velde,presentator,"Frank van der Velde Frank van der Velde - Velde, Frank van der ","Velde,_Frank_van_der"
249978,Q2264693,Maarten Jansen,programmamaker,"Maarten Jansen Maarten Jansen - Jansen, Maarten ",
152247,Q2264944,Gijs Schreuders,"hoofdredacteur de Waarheid, politicus Nederland CPN","Gijs Schreuders Gijs Schreuders - Schreuders, Gijs ","Schreuders,_Gijs"
151174,Q2265354,Ton Scherpenzeel,zanger,"Ton Scherpenzeel Ton Scherpenzeel - Scherpenzeel, Ton ","Scherpenzeel,_Ton"
115671,Q2266042,Marjon Keller,tv-presentatrice Nederland,"Marjon Keller Marjon Keller - Keller, Marjon ","Keller,_Marjon"
102717,Q2266412,Manfred de Graaf,acteur,"Manfred de Graaf Manfred de Graaf - Graaf, Manfred de Manfred Marcel de Graaf, Manfred Marcel Derman",Manfred_de_Graaf
163657,Q2266607,Adriaan van der Veen,"schrijver, journalist","Adriaan van der Veen Adriaan van der Veen - Veen, Adriaan van der ","Veen,_Adriaan_van_der"
138949,Q2266725,Martine van Os,actrice,"Martine van Os Martine van Os - Os, Martine van Martine van Os van den Abeelen",Martine_van_Os
111542,Q2268073,Rob van Hulst,acteur,"Rob van Hulst Rob van Hulst - Hulst, Rob van ","Hulst,_Rob_van"
226733,Q2268472,Hetty Nietsch,programmamaakster,"Hetty Nietsch Hetty Nietsch - Nietsch, Hetty ","Nietsch,_Hetty"
158791,Q2269411,Garmt Stuiveling,"letterkundige, schrijver, dichter","Garmt Stuiveling Garmt Stuiveling - Stuiveling, Garmt ","Stuiveling,_Garmt"
99720,Q2269896,Curt Fortin,tv-presentator,"Curt Fortin Curt Fortin - Fortin, Curt Curt Fortin",Curt_Fortin
150562,Q2270698,Nick Schilder,zanger,"Nick Schilder Nick Schilder - Schilder, Nick ","Schilder,_Nick"
139845,Q2270742,Leo Pagano,verslaggever,"Leo Pagano Leo Pagano - Pagano, Leo ","Pagano,_Leo"
,Q2272353,Jennifer de Jong,actrice; tv-presentator,"Jennifer de Jong Jennifer de Jong - Jong, Jennifer de ",
255141,Q2272365,Stella Gommans,programmamaker,"Stella Gommans Stella Gommans - Gommans, Stella ",
246638,Q2272668,Joey Hereman,programmamaker,"Joey Hereman Joey Hereman - Hereman, Joey ",
123408,Q2272991,Carolijn Lilipaly,programmamaker,"Carolijn Lilipaly,Carolyn Lilipaly Carolijn Lilipaly - Lilipaly, Carolijn Carolijn Lilipaly",Carolijn_Lilipaly
91166,Q2273036,Tatum Dagelet,"actrice, presentatrice","Tatum Dagelet Tatum Dagelet - Dagelet, Tatum Tatum Dagelet",Tatum_Dagelet
100722,Q2273525,Cor Galis,radiopresentator,"Cor Galis Cor Galis - Galis, Cor Cor Galis",Cor_Galis
96954,Q2274440,Ad van Emmenes,ingenieur/sportjournalist,"Ad van Emmenes Ad van Emmenes - Emmenes, Ad van Ad van Emmenes",Ad_van_Emmenes
135965,Q2274534,Wim Neijman,journalist/presentator,"Wim Neijman Wim Neijman - Neijman, Wim Wim Neijman",Wim_Neijman
116749,Q2274842,Aad Kamsteeg,journalist,"Aad Kamsteeg Aad Kamsteeg - Kamsteeg, Aad ","Kamsteeg,_Aad"
225884,Q2276061,Kenan Raven,acteur,"Kenan Raven Kenan Raven - Raven, Kenan ","Raven,_Kenan"
79335,Q2277299,Martine Bijl,cabaretière/zangeres,"Martine Bijl Martine Bijl - Bijl, Martine Martine Bijl",Martine_Bijl
167218,Q2278134,Jan Vrijman,cineast,"Jan Vrijman Jan Vrijman - Vrijman, Jan Jan Hulsebos",Jan_Vrijman
102523,Q2278902,Peter Giele,tv-presentator,"Peter Giele Peter Giele - Giele, Peter ","Giele,_Peter"
172660,Q2279047,Jan van der Zee,"kunstschilder, graficus","Jan van der Zee Jan van der Zee - Zee, Jan van der ","Zee,_Jan_van_der"
115016,Q2279623,Hans Jansen,dammer,"Hans Jansen Hans Jansen - Jansen, Hans ","Jansen,_Hans"
253689,Q2279682,Koen van Huijgevoort,programmamaker,"Koen van Huijgevoort Koen van Huijgevoort - Huijgevoort, Koen van ",
109399,Q2279770,Jules van Hessen,dirigent,"Jules van Hessen Jules van Hessen - Hessen, Jules van ","Hessen,_Jules_van"
159882,Q2279895,Pier Tania,presentator,"Pier Tania Pier Tania - Tania, Pier Meinte Piet Tania",Pier_Tania
116615,Q2280183,Piet Kamerman,acteur,"Piet Kamerman Piet Kamerman - Kamerman, Piet Piet Kamerman",Piet_Kamerman
132406,Q2280393,Felix Meurders,journalist/presentator radio/tv,"Felix Meurders Felix Meurders - Meurders, Felix Felix Meurders",Felix_Meurders
121352,Q2280857,Carel Kuyl,verslaggever,"Carel Kuyl Carel Kuyl - Kuyl, Carel ","Kuyl,_Carel"
95196,Q2281052,Rik Felderhof,programmamaker,"Rik Felderhof Rik Felderhof - Felderhof, Rik Reindert Paul Maarten Felderhof",Rik_Felderhof
143644,Q2281648,Kees Prins,acteur,"Kees Prins Kees Prins - Prins, Kees Cornelis Willibrordus Maria Prins",Kees_Prins
135353,Q2282034,Egbert Myjer,rechter,"Egbert Myjer Egbert Myjer - Myjer, Egbert ","Myjer,_Egbert"
153556,Q2282121,Will Simon,tv-presentator,"Will Simon Will Simon - Simon, Will Will Simon",Will_Simon
80878,Q2282501,Kees van Beijnum,schrijver,"Kees van Beijnum Kees van Beijnum - Beijnum, Kees van Kees van Beijnum",Kees_van_Beijnum
106463,Q2283905,Youp van 't Hek,cabaretier Nederland,"Youp van 't Hek Youp van 't Hek - Hek, Youp van 't ","Hek,_Youp_van_%27t"
114200,Q2284005,Antoinette de Jong,oorlogscorrespondente,"Antoinette de Jong,Де Йонг, Антоинетте Antoinette de Jong - Jong, Antoinette de ","Jong,_Antoinette_de"
230119,Q2284682,Frank Dane,"programmamaker radio, pseudoniem van Frank Jensen","Frank Kjærby Jensen,Frank Dane,Frank Dane Frank Dane - Dane, Frank ","Dane,_Frank"
98837,Q2284878,Jan Fillekers,programmamaker,"Jan Fillekers,Johannes Fillekers Jan Fillekers - Fillekers, Jan Johannes Fillekers",Jan_Fillekers
85218,Q2284914,Eric Bouwman,acteur,"Eric Bouwman Eric Bouwman - Bouwman, Eric ","Bouwman,_Eric"
151345,Q2285154,Robert Schoemacher,cosmetisch chirurg,"Robert Schoemacher Robert Schoemacher - Schoemacher, Robert ","Schoemacher,_Robert"
92218,Q2285439,Jaap Drupsteen,graficus/beeldend kunstenaar,"Jaap Drupsteen Jaap Drupsteen - Drupsteen, Jaap Jaap Drupsteen",Jaap_Drupsteen
152303,Q2285747,Loretta Schrijver,nieuws-presentatrice RTL4,"Loretta Schrijver Loretta Schrijver - Schrijver, Loretta Loretta Maxine Schrijver",Loretta_Schrijver
212895,Q2286202,Sander van Hoorn,journalist,"Sander van Hoorn Sander van Hoorn - Hoorn, Sander van ","Hoorn,_Sander_van"
249995,Q2287108,Ragnar Niemeijer,programmamaker,"Ragnar Niemeijer Ragnar Niemeijer - Niemeijer, Ragnar ",
170123,Q2288541,Rob Wijnberg,opinieredacteur nrc.next,"Rob Wijnberg Rob Wijnberg - Wijnberg, Rob ","Wijnberg,_Rob"
250652,Q2289068,Lieven Verstraete,programmamaker,"Lieven Verstraete Lieven Verstraete - Verstraete, Lieven ",
241125,Q2289270,Bastiaan Nagtegaal,programmamaker,"Bastiaan Nagtegaal Bastiaan Nagtegaal - Nagtegaal, Bastiaan ",
241237,Q2289502,Daphne Lammers,programmamaker,"Daphne Lammers Daphne Lammers - Lammers, Daphne ",
139154,Q2289573,Ludwig Otten,programmamaker,"Ludwig Otten Ludwig Otten - Otten, Ludwig ","Otten,_Ludwig"
144364,Q2289931,Prem Radhakishun,advocaat,"Prem Radhakishun Prem Radhakishun - Radhakishun, Prem Prem Shivram Shaw Radhakishun",Prem_Radhakishun
248858,Q2290550,Tamara Seur,programmamaker,"Tamara Seur Tamara Seur - Seur, Tamara ",
212396,Q2291028,Sjoerd Huisman,marathonschaatser,"Sjoerd Huisman Sjoerd Huisman - Huisman, Sjoerd ","Huisman,_Sjoerd"
108238,Q2291157,Arend Jan Heerma van Voss,voorzitter VPRO,"Arend Jan Heerma van Voss Arend Jan Heerma van Voss - Heerma van Voss, Arend Jan Arend Jan Heerma van Voss",Arend_Jan_Heerma_van_Voss
99406,Q2292019,Marius Flothuis,componist,"マリウス・フロトホイス,Marius Flothuis,Флотхёйс, Мариус,Мариус Флотхёйс Marius Flothuis - Flothuis, Marius ","Flothuis,_Marius"
104234,Q2292828,Rients Gratama,cabaretier,"Rients Gratama Rients Gratama - Gratama, Rients Rients Gratama",Rients_Gratama
161057,Q2293154,Frits Thors,presentator,"弗里茨·托爾斯,Frits Thors Frits Thors - Thors, Frits Frits Thors",Frits_Thors
170258,Q2293563,Ruud de Wild,"presentator, diskjockey","Ruud de Wild Ruud de Wild - Wild, Ruud de Ruud de Wild",Ruud_de_Wild
252215,Q2293567,Corine Boon,programmamaker,"Corine Boon Corine Boon - Boon, Corine ",
82944,Q2294977,Marion Bloem,schrijfster,"Marion Bloem,ماريون بلوم Marion Bloem - Bloem, Marion ","Bloem,_Marion"
86113,Q2295067,Tijs van den Brink,journalist,"Tijs van den Brink Tijs van den Brink - Brink, Tijs van den Tijs van den Brink",Tijs_van_den_Brink
239194,Q2295081,Stef Biemans,programmamaker,"Stef Biemans Stef Biemans - Biemans, Stef ",
220749,Q2295477,Ruben Hein,"pianist, zanger","Ruben Hein Ruben Hein - Hein, Ruben ","Hein,_Ruben"
168378,Q2295980,Rutger Weemhoff,acteur,"Rutger Weemhoff Rutger Weemhoff - Weemhoff, Rutger ","Weemhoff,_Rutger"
228857,Q2296508,John Albert Jansen,regisseur,"John Albert Jansen John Albert Jansen - Jansen, John Albert ","Jansen,_John_Albert"
247012,Q2298153,Henk Pool,programmamaker,"Henk Pool Henk Pool - Pool, Henk ",
93606,Q2299032,Bert Dijkstra,acteur,"Bert Dijkstra Bert Dijkstra - Dijkstra, Bert ","Dijkstra,_Bert"
143206,Q2299515,Koos Postema,tv-presentator,"Koos Postema Koos Postema - Postema, Koos Jacobus Gerrit Postema",Koos_Postema
213050,Q2300044,Margje Fikse,presentator,"Margje Fikse Margje Fikse - Fikse, Margje ","Fikse,_Margje"
108582,Q2300863,Henk Hendriks,verslaggever,"Henk Hendriks Henk Hendriks - Hendriks, Henk ","Hendriks,_Henk"
91908,Q2301007,Pieke Dassen,poppenspeler,"Pieke Dassen Pieke Dassen - Dassen, Pieke ","Dassen,_Pieke"
93535,Q2301305,Wendy van Dijk,"actrice, presentatrice","Wendy van Dijk Wendy van Dijk - Dijk, Wendy van Wendy van Dijk",Wendy_van_Dijk
242409,Q2301442,Thomas Verhoef,programmamaker,"Thomas Verhoef Thomas Verhoef - Verhoef, Thomas ",
136817,Q2303192,Theo Nijland,componist,"Theo Nijland Theo Nijland - Nijland, Theo ","Nijland,_Theo"
122557,Q2303603,Herman Kuiphof,sportjournalist,"Herman Kuiphof Herman Kuiphof - Kuiphof, Herman Herman Philippus Kuiphof",Herman_Kuiphof
95048,Q2303647,Ton van Duinhoven,acteur,"Ton van Duinhoven Ton van Duinhoven - Duinhoven, Ton van Antonius Mechel van Duinhoven",Ton_van_Duinhoven
243592,Q2304088,Frans van der Beek,programmamaker,"Frans van der Beek Frans van der Beek - Beek, Frans van der ",
106589,Q2304678,Fernando Halman,diskjockey,"Fernando Halman Fernando Halman - Halman, Fernando ","Halman,_Fernando"
106067,Q2304696,Pieter Jan Hagens,radio- en tv-presentator,"Pieter Jan Hagens Pieter Jan Hagens - Hagens, Pieter Jan Pieter Jan Hendrik Hagens",Pieter_Jan_Hagens
249526,Q2304846,Annemarie Mooren,programmamaker,"Annemarie Mooren Annemarie Mooren - Mooren, Annemarie ",
135460,Q2304990,Yvette Nagel,programmamaker,"Yvette Nagel Yvette Nagel - Nagel, Yvette ","Nagel,_Yvette"
166437,Q2305203,Skip Voogd,radio-presentator,"Skip Voogd Skip Voogd - Voogd, Skip Skip Voogd",Skip_Voogd
147460,Q2306018,Felix Rottenberg,dir. Theater De Balie/partijvoorz. PvdA,"Felix Rottenberg Felix Rottenberg - Rottenberg, Felix ","Rottenberg,_Felix"
84194,Q2306223,Lennart Booij,"mede-oprichter Niet Nix, jongerengroep binnen PvdA","Lennart Booij Lennart Booij - Booij, Lennart ","Booij,_Lennart"
224410,Q2306730,Evelien Bosch,"programmamaakster, presentatrice","Evelien Bosch Evelien Bosch - Bosch, Evelien ","Bosch,_Evelien"
149341,Q2306835,Anniko van Santen,televisiepresentatrice,"Anniko van Santen Anniko van Santen - Santen, Anniko van Anniko Elisabeth van Santen",Anniko_van_Santen
120654,Q2307566,Frank Kramer,"voetballer, tv-presentator","Frank Kramer Frank Kramer - Kramer, Frank Frank Kramer",Frank_Kramer
117416,Q2308244,Ron Kas,programmamaker,"Ron Kas Ron Kas - Kas, Ron ","Kas,_Ron"
81657,Q2308688,Hans van den Bergh,"neerlandicus, toneelrecensent, Republikeins Genootschap","Hans van den Bergh Hans van den Bergh - Bergh, Hans van den ","Bergh,_Hans_van_den"
159555,Q2308694,Chriet Titulaer,tv-presentator,"Chriet Titulaer Chriet Titulaer - Titulaer, Chriet Chriet Titulaer",Chriet_Titulaer
100021,Q2308823,Ad Fransen,"publicist, radioprogrammamaker","Ad Fransen Ad Fransen - Fransen, Ad ","Fransen,_Ad"
145526,Q2310326,Peter Jan Rens,tv-presentator/acteur,"Peter Jan Rens Peter Jan Rens - Rens, Peter Jan Petrus Jan Rens",Peter_Jan_Rens
233945,Q2310732,Rop Zoutberg,journalist,"Rop Zoutberg Rop Zoutberg - Zoutberg, Rop ","Zoutberg,_Rop"
122538,Q2310840,Harm Kuipers,"dopingexpert, sportarts, schaatser","Harm Kuipers Harm Kuipers - Kuipers, Harm ","Kuipers,_Harm"
158201,Q2311978,Herman Stok,presentator,"Herman Stok Herman Stok - Stok, Herman Herman Stok",Herman_Stok
158259,Q2312278,Pieter Stolk,componist/dirigent,"Pieter Stolk Pieter Stolk - Stolk, Pieter ","Stolk,_Pieter"
239236,Q2312336,Stella Bergsma,"zangeres, dichteres, actrice en regisseuse","Stella Bergsma Stella Bergsma - Bergsma, Stella ",
108603,Q2314296,Piet Hendriks,acteur,"Piet Hendriks Piet Hendriks - Hendriks, Piet Piet Hendriks",Piet_Hendriks
,Q2314393,Erik de Zwart,diskjockey; tv-presentator,"Erik de Zwart Erik de Zwart - Zwart, Erik de ",
154021,Q2314856,Fred Siebelink,presentator,"Fred Siebelink,Ferdinand Siebelink Fred Siebelink - Siebelink, Fred ","Siebelink,_Fred"
162714,Q2314913,Theo Verbruggen,programmamaker,"Theo Verbruggen Theo Verbruggen - Verbruggen, Theo ","Verbruggen,_Theo"
123449,Q2314950,Piet Lagarde,voetballer,"Piet Lagarde Piet Lagarde - Lagarde, Piet ","Lagarde,_Piet"
115375,Q2314995,Steven de Jong,"acteur, regisseur","Steven de Jong Steven de Jong - Jong, Steven de Steven de Jong",Steven_de_Jong
161202,Q2315495,Maureen du Toit,"tv-presentatrice, soapactrice","Maureen du Toit Maureen du Toit - Toit, Maureen du Maureen du Toit",Maureen_du_Toit
211046,Q2316283,Mirella van Markus,presentatrice,"Mirella van Markus Mirella van Markus - Markus, Mirella van ","Markus,_Mirella_van"
253747,Q2316340,Martin Zijlstra,programmamaker,"Martin Zijlstra Martin Zijlstra - Zijlstra, Martin ",
116466,Q2316349,Allard Kalff,"autocoureur, sportjournalist","Allard Kalff Allard Kalff - Kalff, Allard ","Kalff,_Allard"
167317,Q2316502,Bert Vuijsje,adjunct-hoofdredacteur Volkskrant,"Bert Vuijsje Bert Vuijsje - Vuijsje, Bert ","Vuijsje,_Bert"
85507,Q2316818,Nouchka van Brakel,filmregisseur,"Nouchka van Brakel Nouchka van Brakel - Brakel, Nouchka van ","Brakel,_Nouchka_van"
167833,Q2316883,Hugo Walker,sportverslaggever,"Hugo Walker Hugo Walker - Walker, Hugo ","Walker,_Hugo"
211876,Q2318199,Lauren Verster,presentatrice,"Lauren VERSTER,Lauren Verster Lauren Verster - Verster, Lauren ","Verster,_Lauren"
254231,Q2318203,Robin Leféber,programmamaker,"Robin Leféber Robin Leféber - Leféber, Robin ",
166915,Q2318560,Henny Vrienten,popzanger/componist,"Henny Vrienten Henny Vrienten - Vrienten, Henny ","Vrienten,_Henny"
93034,Q2319045,Joep van Deudekom,cabaretier,"Joep van Deudekom Joep van Deudekom - Deudekom, Joep van ","Deudekom,_Joep_van"
116367,Q2319205,Rudie Kagie,schrijver,"Rudie Kagie Rudie Kagie - Kagie, Rudie ","Kagie,_Rudie"
104951,Q2319887,Bas Haring,hoofddocent Mediatechnologie; filosoof; schrijver; presentator,"Bas Haring Bas Haring - Haring, Bas ","Haring,_Bas"
240702,Q2320046,Lindo Duvall,programmamaker,"Lindo Duvall,Lindo van de Vall Lindo Duvall - Duvall, Lindo ",
133470,Q2320165,Henk van der Molen,"bassist, gitarist, componist, tekstschrijver, cartoonist en regisseur","Henk van der Molen Henk van der Molen - Molen, Henk van der ","Molen,_Henk_van_der"
167488,Q2320892,Viggo Waas,cabaretier,"Viggo Waas Viggo Waas - Waas, Viggo Viggo Waas",Viggo_Waas
88372,Q2321385,Lucella Carasso,presentatrice,"Lucella Carasso Lucella Carasso - Carasso, Lucella Lucella Carasso",Lucella_Carasso
166254,Q2321845,Sanne Vogel,actrice,"Sanne Vogel Sanne Vogel - Vogel, Sanne Sanne Vogel",Sanne_Vogel
103269,Q2322038,Maurits Groen,Vereniging Milieudefensie,"Maurits Groen Maurits Groen - Groen, Maurits ","Groen,_Maurits"
83937,Q2323429,Frits Bom,"mediatrainer, programmamaker","Frits Bom Frits Bom - Bom, Frits Frits Bom",Frits_Bom
250657,Q2323808,Cor van Leeuwen,programmamaker,"Cor van Leeuwen Cor van Leeuwen - Leeuwen, Cor van ",
221272,Q2324335,Ruud Koornstra,"duurzaam ondernemer, televisieproducent","Ruud Koornstra Ruud Koornstra - Koornstra, Ruud ","Koornstra,_Ruud"
231934,Q2324346,Eelco Bosch van Rosenthal,journalist,"Eelco Bosch van Rosenthal Eelco Bosch van Rosenthal - Bosch van Rosenthal, Eelco Eelco Alexander Bosch ridder van Rosenthal",Eelco_Bosch_van_Rosenthal
127730,Q2324859,San Fu Maltha,"filmdistributeur, filmproducent","San Fu Maltha,Сан Фу Малта San Fu Maltha - Maltha, San Fu ","Maltha,_San_Fu"
118720,Q2324898,Roelof Kiers,journalist/programmamaker,"Roelof Kiers Roelof Kiers - Kiers, Roelof ","Kiers,_Roelof"
245796,Q2324978,Alfred Muller,programmamaker,"Alfred Muller Alfred Muller - Muller, Alfred ",
95999,Q2325398,Lidewij Edelkoort,modeontwerpster/styliste,"Lidewij Edelkoort Lidewij Edelkoort - Edelkoort, Lidewij ","Edelkoort,_Lidewij"
166597,Q2325722,Frans Vorstman,acteur,"Frans Vorstman Frans Vorstman - Vorstman, Frans ","Vorstman,_Frans"
96868,Q2326861,Janine van Elzakker,actrice,"Janine van Elzakker Janine van Elzakker - Elzakker, Janine van ","Elzakker,_Janine_van"
77846,Q2326906,David Bade,kunstenaar,"David Bade David Bade - Bade, David ","Bade,_David"
79009,Q2326989,Heinze Bakker,"sportverslaggever, voorzitter sectie marathonschaatsen KNSB","Heinze Bakker Heinze Bakker - Bakker, Heinze Heinze Bakker",Heinze_Bakker
158899,Q2327582,Eric van Tijn,muziekproducer,"Eric van Tijn Eric van Tijn - Tijn, Eric van ","Tijn,_Eric_van"
247976,Q2328569,Jan Peter Pellemans,programmamaker,"Jan Peter Pellemans,JP Jan Peter Pellemans - Pellemans, Jan Peter ",
97304,Q2328674,Sylvain Ephimenco,journalist,"Sylvain Ephimenco Sylvain Ephimenco - Ephimenco, Sylvain ","Ephimenco,_Sylvain"
209785,Q2329295,Robert Jan Stips,popmusicus,"Robert Jan Stips Robert Jan Stips - Stips, Robert Jan ","Stips,_Robert_Jan"
133492,Q2329607,Frans Molenaar,mode-ontwerper,"Frans Molenaar Frans Molenaar - Molenaar, Frans ","Molenaar,_Frans"
143634,Q2330090,Harry Prins,programmamaker,"Harry Prins Harry Prins - Prins, Harry ","Prins,_Harry"
223164,Q2330817,Antoinette Beumer,regisseur,"Antoinette Beumer Antoinette Beumer - Beumer, Antoinette ","Beumer,_Antoinette"
231509,Q2331468,Sander Guis,programmamaker,"Sander Guis Sander Guis - Guis, Sander ","Guis,_Sander"
132884,Q2331519,Ferry Mingelen,journalist NOS Journaal,"Ferry Mingelen Ferry Mingelen - Mingelen, Ferry Ferdinand Charles Mingelen",Ferry_Mingelen
159266,Q2331789,Coen Swijnenberg,presentator,"Coen Swijnenberg Coen Swijnenberg - Swijnenberg, Coen Coen Swijnenberg",Coen_Swijnenberg
79857,Q2332238,Henk Binnendijk,dominee,"Henk Binnendijk Henk Binnendijk - Binnendijk, Henk Hendrik Nicolaas Dirk Binnendijk",Henk_Binnendijk
241352,Q2333100,Herman Witkam,programmamaker,"Herman Witkam Herman Witkam - Witkam, Herman ",
134493,Q2333542,Murth Mossel,standup comedian,"Murth Mossel,Murth The Man-O-Script Murth Mossel - Mossel, Murth ","Mossel,_Murth"
107861,Q2334560,Gerda Havertong,actrice,"Gerda Havertong Gerda Havertong - Havertong, Gerda Gerda Havertong",Gerda_Havertong
96213,Q2334694,Corinne van Egeraat,actrice,"Corinne van Egeraat Corinne van Egeraat - Egeraat, Corinne van ","Egeraat,_Corinne_van"
171195,Q2334963,Leopold Witte,acteur,"Leopold Witte Leopold Witte - Witte, Leopold Leopold Witte",Leopold_Witte
124349,Q2335472,Geertjan Lassche,onderzoeksjournalist en documentairemaker,"Geertjan Lassche Geertjan Lassche - Lassche, Geertjan ","Lassche,_Geertjan"
142515,Q2336128,Ben Polak,"lid Eerste Kamer CPN, wethouder CPN Amsterdam, huisarts, hoogleraar","Ben Polak Ben Polak - Polak, Ben ","Polak,_Ben"
162733,Q2338451,Lyan Verburg,orkestleider Jostiband,"Lyan Verburg Lyan Verburg - Verburg, Lyan ","Verburg,_Lyan"
171076,Q2338912,Frans de Wit,zanger/acteur,"Frans de Wit Frans de Wit - Wit, Frans de Frans de Wit",Frans_de_Wit
113144,Q2339668,Twan Huys,journalist,"Twan Huys Twan Huys - Huys, Twan Twan Huys",Twan_Huys
79312,Q2341163,DirkJan Bijker,regisseur,"Dirk-Jan Bijker Dirk-Jan Bijker - Bijker, Dirk-Jan ","Bijker,_Dirk-Jan"
244290,Q2342391,Alfred van de Wege,programmamaker,"Alfred van de Wege Alfred van de Wege - Wege, Alfred van de ",
141969,Q2342880,Ghislaine Plag,programmamaker,"Ghislaine Plag Ghislaine Plag - Plag, Ghislaine Ghislaine Plag",Ghislaine_Plag
98678,Q2343006,Martin Gaus,tv-presentator,"Martin Gaus Martin Gaus - Gaus, Martin Martin Gaus",Martin_Gaus
