gtaa,wikidata,label,description,lookup,bengwiki
85615,Q1919549,Raoul Chapkis,"schrijver, pseudoniemen o.a. Piet Grijs en Battus","雨果·勃兰特·考斯提斯,Hugo Brandt Corstius,Stoker,Raoul Chapkis,Piet Grijs,Battus Raoul Chapkis - Brandt Corstius, Hugo ","Brandt_Corstius,_Hugo"
118752,Q1920148,Jeroen Kijk in de Vegte,presentator,"Jeroen Kijk in de Vegte Jeroen Kijk in de Vegte - Kijk in de Vegte, Jeroen ","Kijk_in_de_Vegte,_Jeroen"
151035,Q1921528,Emile Schelvis,sportverslaggever,"Emile Schelvis Emile Schelvis - Schelvis, Emile ","Schelvis,_Emile"
97862,Q1922182,Edwin Evers,diskjockey,"Edwin Evers Edwin Evers - Evers, Edwin Edwin Evers",Edwin_Evers
117195,Q1922580,Hanneke Kappen,zangeres/presentatrice,"Hanneke Kappen Hanneke Kappen - Kappen, Hanneke ","Kappen,_Hanneke"
101749,Q1923072,Winston Gerschtanowitz,"televisiepresentator, acteur","Winston Gerschtanowitz Winston Gerschtanowitz - Gerschtanowitz, Winston Winston Ronald Gerschtanowitz",Winston_Gerschtanowitz
122852,Q1923291,Aad van Leeuwen,journalist,"Aad van Leeuwen Aad van Leeuwen - Leeuwen, Aad van Adrianus Petrus van Leeuwen",Aad_van_Leeuwen
155963,Q1923523,Michael Stein,journalist,"Michael Stein Michael Stein - Stein, Michael ","Stein,_Michael"
165202,Q1923861,Mieke Verstraete,actrice,"Mieke Verstraete Mieke Verstraete - Verstraete, Mieke Maria Augustina De Graef",Mieke_Verstraete
86758,Q1923940,Judith de Bruijn,omroepster,"Judith de Bruijn Judith de Bruijn - Bruijn, Judith de Judith de Bruijn",Judith_de_Bruijn
139292,Q1925006,Rob Oudkerk,kamerlid PvdA/huisarts,"Rob Oudkerk Rob Oudkerk - Oudkerk, Rob ","Oudkerk,_Rob"
163649,Q1925239,Roderick Veelo,programmamaker,"Roderick Veelo Roderick Veelo - Veelo, Roderick Roderick Veelo",Roderick_Veelo
212160,Q1925276,Klaas van Kruistum,"presentator, diskjockey","Klaas van Kruistum Klaas van Kruistum - Kruistum, Klaas van ","Kruistum,_Klaas_van"
81765,Q1925286,Marjan Berk,cabaretière/actrice/schrijfster,"Marjan Berk,Marie-Janne van Baaren Marjan Berk - Berk, Marjan Marie-Janne van Baaren",Marjan_Berk
251108,Q1925717,Jan Veenstra,programmamaker,"Jan Veenstra Jan Veenstra - Veenstra, Jan ",
108485,Q1927215,Roelof Hemmen,presentator,"Roelof Hemmen Roelof Hemmen - Hemmen, Roelof Roelof Hemmen",Roelof_Hemmen
237523,Q1927355,Sander Hoogendoorn,diskjockey,"Sander Hoogendoorn Sander Hoogendoorn - Hoogendoorn, Sander ","Hoogendoorn,_Sander"
98165,Q1927389,Michael Fahres,programmamaker,"Michael Fahres,Fahres Michael Fahres - Fahres, Michael ","Fahres,_Michael"
85013,Q1928058,Berend Boudewijn,"televisiepresentator, theaterproducent, acteur, schrijver, artiestennaam van Berend Boudewijn van der Woude","Berend Boudewijn Berend Boudewijn - Boudewijn, Berend ","Boudewijn,_Berend"
165031,Q1929584,Ger Verrips,schrijver,"Ger Verrips,Gerrit Johannes Verrips Ger Verrips - Verrips, Ger ","Verrips,_Ger"
167683,Q1930958,Michel Waisvisz,programmamaker,"Michel Waisvisz,Waisvisz Michel Waisvisz - Waisvisz, Michel ","Waisvisz,_Michel"
149133,Q1931242,Michiel de Ruyter,jazz-historicus,"Michiel de Ruyter Michiel de Ruyter - Ruyter, Michiel de Michiel de Ruyter",Michiel_de_Ruyter
163809,Q1931255,Michiel Veenstra,diskjockey,"Michiel Veenstra,Veenstra Michiel Veenstra - Veenstra, Michiel ","Veenstra,_Michiel"
108557,Q1931644,Monic Hendrickx,actrice,"Monic Hendrickx,Monique Hendrickx Monic Hendrickx - Hendrickx, Monic Monic Hendrickx",Monic_Hendrickx
114775,Q1931727,Erik Jurgens,politicus PPR/PvdA Kamerlid ex-voorz. NOS programmamaker,"Erik Jurgens Erik Jurgens - Jurgens, Erik Erik Constant Maria Jurgens",Erik_Jurgens
103381,Q1931828,Germaine Groenier,omroepmedewerkster Nederland,"Germaine Groenier,Germaine Adrienne Groenier Germaine Groenier - Groenier, Germaine Germaine Adrienne Groenier",Germaine_Groenier
119743,Q1932540,Maria Kraakman,actrice,"Maria Kraakman Maria Kraakman - Kraakman, Maria Maria Kraakman",Maria_Kraakman
168002,Q1933451,Alex van Warmerdam,regisseur,"Alex van Warmerdam,アレックス・ファン・ヴァーメルダム,Алекс ван Вармердам,Алекс Ван Вармердам,Вармердам, Алекс,Алекс Вармердам,Alex Van Warmerdam,Вармердам Алекс,Вармердам Алекс Ван Alex van Warmerdam - Warmerdam, Alex van ","Warmerdam,_Alex_van"
157682,Q1933533,Mike Starink,"tv-presentator, acteur","Mike Starink Mike Starink - Starink, Mike Mike Starink",Mike_Starink
162172,Q1933804,Rocky Tuhuteru,presentator,"Rocky Tuhuteru Rocky Tuhuteru - Tuhuteru, Rocky Rocky Tuhuteru",Rocky_Tuhuteru
242269,Q1933924,Annette de Vries,programmamaker,"Annette de Vries,Eduardina Annette Wilhelmina de Vries Annette de Vries - Vries, Annette de ",
158199,Q1934572,Barbara Stok,programmamaker,"Barbara Stok Barbara Stok - Stok, Barbara ","Stok,_Barbara"
140780,Q1936185,Han Peekel,tv-presentator/producent,"Han Peekel Han Peekel - Peekel, Han Han Peekel",Han_Peekel
171215,Q1936571,Sylvia Witteman,columniste,"Sylvia Witteman Sylvia Witteman - Witteman, Sylvia ","Witteman,_Sylvia"
248446,Q1936993,Jos Eggink,programmamaker,"Jos Eggink Jos Eggink - Eggink, Jos ",
80649,Q1937760,Tom van Beek,acteur,"Tom van Beek Tom van Beek - Beek, Tom van Thomas Karel van Beek",Tom_van_Beek
244809,Q1938300,Sophie Verhoeven,programmamaker,"Sophie Verhoeven Sophie Verhoeven - Verhoeven, Sophie ",
119468,Q1938816,Jacques Klöters,cabaretier,"Jacques Klöters Jacques Klöters - Klöters, Jacques ","Kl%C3%B6ters,_Jacques"
165754,Q1938981,Angela Visser,Miss Universe 1989,"Angela Visser,آنجلا ویسر Angela Visser - Visser, Angela ","Visser,_Angela"
211156,Q1939312,Altan Erdogan,hoofdredacteur Nieuwe Revu en Het Parool,"Altan Erdogan,Altan Erdoğan,Altan Erdogan Altan Erdogan - Erdogan, Altan ","Erdogan,_Altan"
169335,Q1939848,Rik van de Westelaken,nieuwslezer,"Rik van de Westelaken Rik van de Westelaken - Westelaken, Rik van de Hendrik Peter Johan van de Westelaken",Rik_van_de_Westelaken
133614,Q1940079,Enny Molsde Leeuwe,actrice,"Enny Mols-de Leeuwe Enny Mols-de Leeuwe - Mols-de Leeuwe, Enny ","Mols-de_Leeuwe,_Enny"
122860,Q1941616,Bart van Leeuwen,"diskjockey, pseudoniem van Ton Egas","Bart van Leeuwen Bart van Leeuwen - Leeuwen, Bart van ","Leeuwen,_Bart_van"
118093,Q1944410,Yvonne Keuls,schrijfster,"Yvonne Keuls Yvonne Keuls - Keuls, Yvonne ","Keuls,_Yvonne"
167109,Q1944867,Peter R. de Vries,journalist,"Peter R. de Vries Peter R. de Vries - Vries, Peter R. de Peter Rudolf de Vries",Peter_R._de_Vries
84729,Q1945598,Judith Bosch,televisiepresentatrice,"Judith Bosch Judith Bosch - Bosch, Judith Judith Bosch",Judith_Bosch
236315,Q1946249,Mirjam van der Vegt,schrijfster,"Mirjam van der Vegt Mirjam van der Vegt - Vegt, Mirjam van der ","Vegt,_Mirjam_van_der"
253753,Q1946423,Timon Moll,programmamaker,"Timon Moll Timon Moll - Moll, Timon ",
136443,Q1946470,Joep Nicolas,programmamaker,"Joep Nicolas Joep Nicolas - Nicolas, Joep ","Nicolas,_Joep"
225024,Q1948085,Joost Taverne,lid Tweede Kamer VVD,"Joost Taverne Joost Taverne - Taverne, Joost ","Taverne,_Joost"
136714,Q1948127,Joop Niezen,"sportjournalist, hoofdredacteur weekblad Voetbal International","Joop Niezen Joop Niezen - Niezen, Joop ","Niezen,_Joop"
249958,Q1948181,Menno Vroom,programmamaker,"Menno Vroom Menno Vroom - Vroom, Menno ",
110453,Q1948305,Coen van Hoewijk,verslaggever NTS,"Coen van Hoewijk Coen van Hoewijk - Hoewijk, Coen van Coenraad van Hoewijk",Coen_van_Hoewijk
114531,Q1949438,Tanja Jadnanansing,"lid Tweede Kamer PvdA, juriste","Tanja Jadnanansing Tanja Jadnanansing - Jadnanansing, Tanja ","Jadnanansing,_Tanja"
124460,Q1951845,Rik Launspach,acteur,"Ric Launspach,Rik Launspach Rik Launspach - Launspach, Rik Rik Launspach",Rik_Launspach
246794,Q1952442,Arjan Vermeulen,programmamaker,"Arjan Vermeulen Arjan Vermeulen - Vermeulen, Arjan ",
167094,Q1952561,Meta de Vries,diskjockey,"Meta de Vries Meta de Vries - Vries, Meta de Meta de Vries",Meta_de_Vries
161918,Q1953672,Bart Tromp,politicoloog,"Bart Tromp Bart Tromp - Tromp, Bart ","Tromp,_Bart"
84358,Q1953790,Ronald Boot,programmamaker,"Ronald Boot Ronald Boot - Boot, Ronald ","Boot,_Ronald"
79623,Q1953823,Harry Bannink,pianist/componist,"Harry Bannink Harry Bannink - Bannink, Harry Harry Bannink",Harry_Bannink
148066,Q1954657,Eddo Rosenthal,journalist,"Eddo Rosenthal Eddo Rosenthal - Rosenthal, Eddo Eddo Rosenthal",Eddo_Rosenthal
127854,Q1955983,Clous van Mechelen,"cabaretier, componist, muzikant en liedjesschrijver","Clous van Mechelen Clous van Mechelen - Mechelen, Clous van ","Mechelen,_Clous_van"
82536,Q1957446,Peter Blanker,zanger,"Peter Blanker Peter Blanker - Blanker, Peter ","Blanker,_Peter"
131943,Q1957752,Marijke Merckens,actrice,"Marijke Merckens Marijke Merckens - Merckens, Marijke ","Merckens,_Marijke"
254403,Q1959352,Carmen Verheul,programmamaker,"Carmen Verheul Carmen Verheul - Verheul, Carmen ",
105741,Q1960272,Paul Haenen,"acteur, cabaretier, artiestennaam o.a. Margreet Dolman","Paul Haenen Paul Haenen - Haenen, Paul ","Haenen,_Paul"
152176,Q1960298,Tessa Schram,actrice,"Tessa Schram Tessa Schram - Schram, Tessa ","Schram,_Tessa"
214060,Q1960931,Jan Hoogland,arabist,"Jan Hoogland Jan Hoogland - Hoogland, Jan ","Hoogland,_Jan"
90704,Q1960990,Kitty Courbois,actrice,"Kitty Courbois Kitty Courbois - Courbois, Kitty Catharina Anna Petronella Antonia Courbois",Kitty_Courbois
97056,Q1961015,Gregor Frenkel Frank,acteur,"Gregor Frenkel Frank Gregor Frenkel Frank - Frenkel Frank, Gregor ","Frenkel_Frank,_Gregor"
252320,Q1961158,Nabil Aoulad Ayad,programmamaker,"Nabil Aoulad Ayad Nabil Aoulad Ayad - Ayad, Nabil Aoulad ",
81496,Q1962076,Joris van den Berg,TV-criticus,"Joris van den Berg Joris van den Berg - Berg, Joris van den ","Berg,_Joris_van_den"
222029,Q1963106,Sander van de Pavert,"televisiemaker, oprichter Lucky TV","Sander van de Pavert Sander van de Pavert - Pavert, Sander van de ","Pavert,_Sander_van_de"
234064,Q1963795,Marc Adriani,"algemeen directeur BNN, diskjockey, journalist","Marc Adriani Marc Adriani - Adriani, Marc ","Adriani,_Marc"
164763,Q1965433,Albert Verlinde,"presentator, producent","Albert Verlinde Albert Verlinde - Verlinde, Albert Albertus Casparus Maria Verlinde",Albert_Verlinde
85795,Q1965576,Willem Breedveld,journalist,"Willem Breedveld Willem Breedveld - Breedveld, Willem ","Breedveld,_Willem"
103402,Q1965781,Gijs Groenteman,"biograaf, programmamaker","Gijs Groenteman Gijs Groenteman - Groenteman, Gijs ","Groenteman,_Gijs"
115259,Q1965845,Ernst Jansz,popmuzikant/schrijver Nederland,"Ernst Jansz Ernst Jansz - Jansz, Ernst ","Jansz,_Ernst"
168382,Q1966258,Dennis Weening,presentator,"Dennis Weening Dennis Weening - Weening, Dennis ","Weening,_Dennis"
137644,Q1966318,Aad Nuis,politicus D66: staatssecr. Cultuur/criticus,"Aad Nuis Aad Nuis - Nuis, Aad ","Nuis,_Aad"
139744,Q1966898,Wouter Paap,componist/organist/journalist,"Wouter Paap Wouter Paap - Paap, Wouter ","Paap,_Wouter"
142200,Q1966952,Sjoerd Pleijsier,acteur,"Sjoerd Pleijsier Sjoerd Pleijsier - Pleijsier, Sjoerd Sjoerd Pieter Pleijsier",Sjoerd_Pleijsier
251513,Q1967353,David van der Heyden,programmamaker,"David van der Heyden David van der Heyden - Heyden, David van der ",
132920,Q1967488,Johan van Minnen,"journalist, vanaf 1979 lid Europees Parlement PvdA","Johan van Minnen Johan van Minnen - Minnen, Johan van ","Minnen,_Johan_van"
101164,Q1967628,Bert Garthoff,journalist,"Bert Garthoff Bert Garthoff - Garthoff, Bert Hubertus Wilhelmus Garthoff",Bert_Garthoff
246955,Q1967964,Wim Stevens,programmamaker,"Wim Stevens Wim Stevens - Stevens, Wim ",
132151,Q1968083,Jeroen van Merwijk,schrijver,"Jeroen van Merwijk Jeroen van Merwijk - Merwijk, Jeroen van Jeroen van Merwijk",Jeroen_van_Merwijk
115438,Q1968126,Hella de Jonge,decor/kostuumontwerpster en echtgenote Freek,"Hella de Jonge,Hella Elisabeth de Jonge-Asser Hella de Jonge - Jonge, Hella de Hella de Jonge",Hella_de_Jonge
236490,Q1968252,Menno Reemeijer,journalist,"Menno Reemeijer Menno Reemeijer - Reemeijer, Menno ","Reemeijer,_Menno"
167602,Q1970250,Bert Wagendorp,"journalist, columnist, publicist","Bert Wagendorp Bert Wagendorp - Wagendorp, Bert ","Wagendorp,_Bert"
132077,Q1970437,Erik van Muiswinkel,cabaretier,"Erik van Muiswinkel Erik van Muiswinkel - Muiswinkel, Erik van Frederik Leendert van Muiswinkel",Erik_van_Muiswinkel
135262,Q1970906,Marcel Musters,acteur,"Marcel Musters Marcel Musters - Musters, Marcel Marcel Johannes Petrus Cornelis Musters",Marcel_Musters
133864,Q1971325,Marjan Moolenaar,journalist,"Marjan Moolenaar Marjan Moolenaar - Moolenaar, Marjan ","Moolenaar,_Marjan"
168049,Q1971369,Hans Warren,journalist/schrijver,"Hans Warren,Johannes Adrianus Menne Warren Hans Warren - Warren, Hans ","Warren,_Hans"
104571,Q1973520,Karin de Groot,presentatrice,"Karin de Groot Karin de Groot - Groot, Karin de ","Groot,_Karin_de"
93004,Q1973940,Floortje Dessing,programmamaker,"Floortje Dessing Floortje Dessing - Dessing, Floortje Floortje Dessing",Floortje_Dessing
140507,Q1974569,Paula Patricio,omroepster tv-presentatrice,"Paula Patricio Paula Patricio - Patricio, Paula Ana Paula da Silva Patricio Gomes",Paula_Patricio
116132,Q1975028,Jorrit Jorritsma,"schaatser, schaatscoach","Jorrit Jorritsma Jorrit Jorritsma - Jorritsma, Jorrit ","Jorritsma,_Jorrit"
126317,Q1975053,Wibo van de Linde,journalist,"Wibo van de Linde Wibo van de Linde - Linde, Wibo van de Willem Boudewijn van de Linde",Wibo_van_de_Linde
143670,Q1975308,Joost Prinsen,"quizmaster, acteur","Joost Prinsen,Erik Engerd Joost Prinsen - Prinsen, Joost Joseph Jules Thomas Prinsen",Joost_Prinsen
157821,Q1976168,Maeve van der Steen,actrice,"Maeve van der Steen Maeve van der Steen - Steen, Maeve van der Maeve van der Steen",Maeve_van_der_Steen
157580,Q1977977,Justa Abbing,schrijfster,"Hannemieke Stamperius,Johanna Maria Jelles Stamperius,Justa Abbing,Hannes Meinkema Justa Abbing - Stamperius, Hannemieke ","Stamperius,_Hannemieke"
157580,Q1977977,Hannes Meinkema,schrijfster,"Hannemieke Stamperius,Johanna Maria Jelles Stamperius,Justa Abbing,Hannes Meinkema Hannes Meinkema - Stamperius, Hannemieke ","Stamperius,_Hannemieke"
157580,Q1977977,Hannemieke Stamperius,schrijfster,"Hannemieke Stamperius,Johanna Maria Jelles Stamperius,Justa Abbing,Hannes Meinkema Hannemieke Stamperius - Stamperius, Hannemieke ","Stamperius,_Hannemieke"
140358,Q1978693,Dick Passchier,tv-presentator,"Dick Passchier Dick Passchier - Passchier, Dick ","Passchier,_Dick"
101713,Q1979848,Liselore Gerritsen,schrijfster/voordrachtkunstenares,"Liselore Gerritsen,Liselore Gisbertha Ilse Margaretha Gerritsen Liselore Gerritsen - Gerritsen, Liselore ","Gerritsen,_Liselore"
225423,Q1980352,Philippe Remarque,"hoofdredacteur de Volkskrant, journalist","Philippe Remarque Philippe Remarque - Remarque, Philippe ","Remarque,_Philippe"
109867,Q1981012,Fred van der Hilst,acteur,"Fred van der Hilst Fred van der Hilst - Hilst, Fred van der ","Hilst,_Fred_van_der"
154945,Q1981405,Anne Soldaat,"zanger, gitarist","Anne Soldaat Anne Soldaat - Soldaat, Anne ","Soldaat,_Anne"
167275,Q1982019,Siem Vroom,acteur,"Siem Vroom Siem Vroom - Vroom, Siem Simon Vroom",Siem_Vroom
93051,Q1983128,Frans van Deursen,acteur,"Frans van Deursen Frans van Deursen - Deursen, Frans van Frans van Deursen",Frans_van_Deursen
125901,Q1983252,Robin de Levita,programmamaker,"Robin de Levita Robin de Levita - Levita, Robin de ","Levita,_Robin_de"
145836,Q1985162,Hugo van Rhijn,journalist,"Hugo van Rhijn Hugo van Rhijn - Rhijn, Hugo van Hugo van Rhijn",Hugo_van_Rhijn
136633,Q1988015,Jeroen Nieuwenhuize,"diskjockey, presentator","Jeroen Nieuwenhuize,Jeroen Nieuwehuize Jeroen Nieuwenhuize - Nieuwenhuize, Jeroen Jeroen Nieuwenhuize",Jeroen_Nieuwenhuize
94732,Q1988121,Wieteke van Dort,artieste,"Wieteke van Dort Wieteke van Dort - Dort, Wieteke van Louisa Johanna Theodora van Dort",Wieteke_van_Dort
141875,Q1988458,Guido Pieters,filmregisseur,"Guido Pieters Guido Pieters - Pieters, Guido ","Pieters,_Guido"
149032,Q1988697,Gerard Rutten,filmproducent,"Gerard Rutten,Рюттен, Герард,Герард Рюттен Gerard Rutten - Rutten, Gerard ","Rutten,_Gerard"
128274,Q1989503,Theo Maassen,cabaretier,"Theo Maassen Theo Maassen - Maassen, Theo Theo Maassen",Theo_Maassen
122644,Q1990412,Ed Leeflang,dichter,"Ed Leeflang Ed Leeflang - Leeflang, Ed ","Leeflang,_Ed"
158993,Q1990832,Charles B. Timmer,programmamaker,"Charles B. Timmer,Charles Bernard Timmer Charles B. Timmer - Timmer, Charles B. ","Timmer,_Charles_B."
94873,Q1992154,Martha Doyle,programmamaker,"Martha Doyle Martha Doyle - Doyle, Martha ","Doyle,_Martha"
171238,Q1992436,Willem Witteveen,lid Eerste Kamer PvdA,"Вілем Вітэвеен,Willem Witteveen,Віллем Віттевеен,Вілем Вітэвээн Willem Witteveen - Witteveen, Willem ","Witteveen,_Willem"
133304,Q1992492,Frans Nienhuys,programmamaker,"Frans Nienhuys Frans Nienhuys - Nienhuys, Frans ","Nienhuys,_Frans"
169889,Q1992995,Kees Wieringa,pianist,"Kees Wieringa Kees Wieringa - Wieringa, Kees ","Wieringa,_Kees"
225667,Q1993369,Sandra Schuurhof,journalist,"Sandra Schuurhof Sandra Schuurhof - Schuurhof, Sandra ","Schuurhof,_Sandra"
143995,Q1993725,Jos de Putter,documentairemaker/cineast,"Jos de Putter Jos de Putter - Putter, Jos de Jos de Putter",Jos_de_Putter
169420,Q1993839,Fons van Westerloo,"directeur RTL, media-ondernemer","Fons van Westerloo Fons van Westerloo - Westerloo, Fons van Fons van Westerloo",Fons_van_Westerloo
228274,Q1993856,Arjen van der Horst,correspondent,"Arjen van der Horst Arjen van der Horst - Horst, Arjen van der ","Horst,_Arjen_van_der"
115052,Q1994426,Leoni Jansen,tv-presentatrice/zangeres,"Leoni Jansen Leoni Jansen - Jansen, Leoni Leoni Jansen",Leoni_Jansen
95397,Q1996191,Frans van Dusschoten,imitator/artiest,"Frans van Dusschoten Frans van Dusschoten - Dusschoten, Frans van Frans Joseph van Dusschoten",Frans_van_Dusschoten
138638,Q1998419,Job van Oostrum,bobsleeër,"Job van Oostrum Job van Oostrum - Oostrum, Job van ","Oostrum,_Job_van"
149671,Q1998445,Léonie Sazias,tv-presentatrice,"Léonie Sazias Léonie Sazias - Sazias, Léonie Léonie Sazias",L%C3%A9onie_Sazias
232126,Q1999983,Gerry Arling,jazz- en popmuzikant,"Gerry Arling Gerry Arling - Arling, Gerry ","Arling,_Gerry"
241943,Q2000271,Dick ter Hark,programmamaker,"Dick ter Hark Dick ter Hark - Hark, Dick ter ",
148470,Q2000824,Simon Rozendaal,programmamaker en wetenschapsjournalist,"Simon Rozendaal Simon Rozendaal - Rozendaal, Simon ","Rozendaal,_Simon"
117688,Q2002808,Hans Kazàn,goochelaar/presentator,"Hans Kazàn Hans Kazàn - Kazàn, Hans Hans Mulders",Hans_Kaz%C3%A0n
142371,Q2002909,Beatrice van der Poel,"zangeres, liedjesschrijfster en stemactrice","Beatrice van der Poel Beatrice van der Poel - Poel, Beatrice van der ","Poel,_Beatrice_van_der"
96510,Q2003113,Gerard Ekdom,diskjockey,"Gerard Ekdom Gerard Ekdom - Ekdom, Gerard Gerard Ekdom",Gerard_Ekdom
144278,Q2003448,Paul Rabbering,radiopresentator,"Paul Rabbering Paul Rabbering - Rabbering, Paul ","Rabbering,_Paul"
220990,Q2004036,Jojanneke van den Berge,journaliste,"Jojanneke van den Berge Jojanneke van den Berge - Berge, Jojanneke van den ","Berge,_Jojanneke_van_den"
242170,Q2004510,Jerry Leembruggen,Jerry Leembruggen,Jerry Leembruggen Jerry Leembruggen - DJ Jerry ,
,Q2005032,Tom Blom,diskjockey; presentator,"Tom Blom Tom Blom - Blom, Tom ",
235628,Q2005451,Annechien Steenhuizen,"presentatrice, verslaggeefster, journaliste","Annechien Steenhuizen Annechien Steenhuizen - Steenhuizen, Annechien Annechien Steenhuizen",Annechien_Steenhuizen
167255,Q2006321,Maarten Vrolijk,programmamaker,"Maarten Vrolijk Maarten Vrolijk - Vrolijk, Maarten ","Vrolijk,_Maarten"
84642,Q2007313,Jan Just Bos,presentator/botanicus,"Jan Justus Bos,Jan Just Bos,Jan-Just Bos Jan Just Bos - Bos, Jan Just ","Bos,_Jan_Just"
241918,Q2007633,Jens Timmermans,programmamaker,"Jens Timmermans Jens Timmermans - Timmermans, Jens ",
106484,Q2007848,Kysia Hekster,"journaliste IKON-radio, voorzitster LSVb","Kysia Hekster Kysia Hekster - Hekster, Kysia ","Hekster,_Kysia"
94069,Q2008225,Joop Doderer,acteur,"Joop Doderer Joop Doderer - Doderer, Joop Johan Heinrich Doderer",Joop_Doderer
81347,Q2008712,Han Bentz van den Berg,acteur,"Han Bentz van den Berg,Henri (Han) Bentz van den Berg Han Bentz van den Berg - Bentz van den Berg, Han Henri Han Bentz van den Berg",Han_Bentz_van_den_Berg
112404,Q2009000,Francine Houben,architect,"Francine Houben Francine Houben - Houben, Francine ","Houben,_Francine"
107336,Q2010050,Maxim Hartman,acteur,"Maxim Hartman Maxim Hartman - Hartman, Maxim ","Hartman,_Maxim"
96267,Q2010594,Dick van Egmond,"hoofd scheidsrechterszaken KNVB, voetbalscheidsrechter","Dick van Egmond Dick van Egmond - Egmond, Dick van ","Egmond,_Dick_van"
255347,Q2010755,Peter Rijsenbrij,programmamaker,"Peter Rijsenbrij Peter Rijsenbrij - Rijsenbrij, Peter ",
243384,Q2010882,Paul Merkx,programmamaker,"Paul Merkx Paul Merkx - Merkx, Paul ",
166389,Q2011542,Roderick Vonhögen,priester die o.a. podcasts maakt,"Roderick Vonhögen Roderick Vonhögen - Vonhögen, Roderick ","Vonh%C3%B6gen,_Roderick"
